iter	Passed	Remaining
534	2370	2060
535	2374	2055
536	2378	2051
537	2383	2046
538	2387	2041
539	2391	2037
540	2394	2031
541	2398	2026
542	2402	2022
543	2406	2017
544	2409	2011
545	2414	2007
546	2417	2002
547	2421	1997
548	2425	1992
549	2428	1987
550	2432	1982
551	2437	1978
552	2440	1972
553	2444	1967
554	2448	1963
555	2452	1958
556	2456	1953
557	2460	1949
558	2464	1944
559	2469	1940
560	2473	1935
561	2477	1930
562	2481	1926
563	2485	1921
564	2488	1916
565	2493	1911
566	2497	1907
567	2500	1902
568	2504	1897
569	2508	1892
570	2513	1888
571	2517	1883
572	2521	1879
573	2525	1874
574	2529	1869
575	2533	1864
576	2537	1860
577	2540	1854
578	2544	1849
579	2547	1845
580	2551	1840
581	2555	1835
582	2559	1830
583	2563	1826
584	2568	1821
585	2571	1816
586	2575	1811
587	2579	1807
588	2582	1802
589	2586	1797
590	2590	1793
591	2595	1788
592	2599	1784
593	2603	1779
594	2607	1774
595	2610	1769
596	2614	1764
597	2618	1760
598	2622	1755
599	2626	1751
600	2630	1746
601	2634	1742
602	2638	1737
603	2642	1732
604	2646	1728
605	2649	1722
606	2652	1717
607	2656	1712
608	2660	1707
609	2664	1703
610	2668	1698
611	2671	1693
612	2675	1689
613	2679	1684
614	2684	1680
615	2688	1675
616	2692	1671
617	2696	1666
618	2700	1662
619	2704	1657
620	2709	1653
621	2713	1648
622	2717	1644
623	2721	1639
624	2725	1635
625	2729	1630
626	2733	1626
627	2737	1621
628	2741	1616
629	2745	1612
630	2749	1607
631	2752	1602
632	2757	1598
633	2760	1593
634	2763	1588
635	2767	1584
636	2770	1579
637	2775	1574
638	2779	1570
639	2783	1565
640	2786	1560
641	2789	1555
642	2794	1551
643	2797	1546
644	2802	1542
645	2806	1537
646	2810	1533
647	2814	1528
648	2818	1524
649	2822	1519
650	2826	1515
651	2829	1510
652	2833	1505
653	2836	1500
654	2840	1496
655	2844	1491
656	2848	1487
657	2852	1482
658	2856	1477
659	2859	1472
660	2863	1468
661	2867	1464
662	2871	1459
663	2875	1455
664	2879	1450
665	2882	1445
666	2886	1441
667	2891	1436
668	2895	1432
669	2898	1427
670	2902	1423
671	2906	1418
672	2910	1414
673	2913	1409
674	2917	1404
675	2921	1400
676	2925	1395
677	2929	1391
678	2933	1386
679	2937	1382
680	2941	1377
681	2945	1373
682	2948	1368
683	2951	1363
684	2955	1359
685	2959	1354
686	2962	1349
687	2966	1345
688	2971	1341
689	2975	1336
690	2979	1332
691	2983	1327
692	2986	1323
693	2990	1318
694	2994	1314
695	2998	1309
696	3001	1304
697	3006	1300
698	3010	1296
699	3014	1291
700	3018	1287
701	3022	1283
702	3026	1278
703	3031	1274
704	3035	1270
705	3039	1265
706	3042	1260
707	3044	1255
708	3047	1250
709	3050	1246
710	3054	1241
711	3058	1237
712	3062	1232
713	3065	1227
714	3069	1223
715	3074	1219
716	3078	1215
717	3081	1210
718	3085	1205
719	3089	1201
720	3093	1197
721	3097	1192
722	3100	1187
723	3102	1182
724	3107	1178
725	3111	1174
726	3113	1169
727	3118	1164
728	3121	1160
729	3125	1156
730	3129	1151
731	3134	1147
732	3138	1143
733	3142	1138
734	3145	1134
735	3149	1129
736	3154	1125
737	3158	1121
738	3161	1116
739	3164	1111
740	3167	1107
741	3171	1102
742	3175	1098
743	3179	1093
744	3182	1089
745	3185	1084
746	3189	1080
747	3193	1076
748	3196	1071
749	3200	1066
750	3203	1062
751	3207	1057
752	3210	1052
753	3214	1048
754	3216	1043
755	3220	1039
756	3225	1035
757	3229	1030
758	3232	1026
759	3236	1022
760	3241	1017
761	3245	1013
762	3249	1009
763	3253	1005
764	3256	1000
765	3260	996
766	3264	991
767	3268	987
768	3272	983
769	3277	978
770	3281	974
771	3285	970
772	3290	966
773	3294	962
774	3299	957
775	3302	953
776	3307	949
777	3311	945
778	3315	940
779	3319	936
780	3324	932
781	3329	928
782	3333	923
783	3338	919
784	3343	915
785	3347	911
786	3352	907
787	3356	903
788	3360	898
789	3364	894
790	3368	889
791	3372	885
792	3376	881
793	3380	877
794	3385	872
795	3388	868
796	3392	864
797	3397	859
798	3401	855
799	3405	851
800	3409	847
801	3413	842
802	3417	838
803	3421	833
804	3425	829
805	3428	825
806	3432	820
807	3436	816
808	3440	812
809	3444	807
810	3448	803
811	3452	799
812	3457	795
813	3461	790
814	3465	786
815	3469	782
816	3473	778
817	3477	773
818	3481	769
819	3485	765
820	3490	760
821	3493	756
822	3498	752
823	3502	748
824	3506	743
825	3510	739
826	3514	735
827	3517	730
828	3522	726
829	3524	721
830	3528	717
831	3532	713
832	3535	708
833	3539	704
834	3543	700
835	3547	695
836	3551	691
837	3555	687
838	3559	683
839	3563	678
840	3567	674
841	3571	670
842	3575	665
843	3578	661
844	3582	657
845	3585	652
846	3589	648
847	3594	644
848	3598	639
849	3601	635
850	3604	631
851	3609	626
852	3613	622
853	3617	618
854	3620	614
855	3623	609
856	3626	605
857	3630	600
858	3633	596
859	3637	592
860	3641	587
861	3645	583
862	3649	579
863	3653	575
864	3657	570
865	3661	566
866	3665	562
867	3669	558
868	3673	553
869	3677	549
870	3682	545
871	3686	541
872	3689	536
873	3693	532
874	3696	528
875	3700	523
876	3704	519
877	3708	515
878	3712	511
879	3716	506
880	3720	502
881	3723	498
882	3727	493
883	3731	489
884	3735	485
885	3737	480
886	3742	476
887	3746	472
888	3750	468
889	3753	463
890	3757	459
891	3759	455
892	3764	451
893	3768	446
894	3772	442
895	3776	438
896	3780	434
897	3784	429
898	3788	425
899	3792	421
900	3796	417
901	3799	412
902	3803	408
903	3807	404
904	3812	400
905	3816	395
906	3820	391
907	3824	387
908	3828	383
909	3832	379
910	3836	374
911	3840	370
912	3843	366
913	3847	362
914	3851	357
915	3855	353
916	3859	349
917	3863	345
918	3867	340
919	3870	336
920	3874	332
921	3877	328
922	3881	323
923	3886	319
924	3890	315
925	3894	311
926	3898	306
927	3903	302
928	3907	298
929	3911	294
930	3914	290
931	3918	285
932	3923	281
933	3927	277
934	3931	273
935	3936	269
936	3940	264
937	3944	260
938	3948	256
939	3952	252
940	3957	248
941	3961	243
942	3965	239
943	3969	235
944	3973	231
945	3977	227
946	3981	222
947	3985	218
948	3989	214
949	3993	210
950	3998	206
951	4002	201
952	4006	197
953	4010	193
954	4014	189
955	4018	184
956	4022	180
957	4026	176
958	4029	172
959	4034	168
960	4037	163
961	4041	159
962	4045	155
963	4049	151
964	4053	147
965	4056	142
966	4060	138
967	4064	134
968	4068	130
969	4072	125
970	4076	121
971	4080	117
972	4084	113
973	4087	109
974	4091	104
975	4095	100
976	4099	96
977	4103	92
978	4107	88
979	4111	83
980	4115	79
981	4119	75
982	4123	71
983	4127	67
984	4131	62
985	4135	58
986	4140	54
987	4144	50
988	4148	46
989	4152	41
990	4156	37
991	4160	33
992	4164	29
993	4167	25
994	4171	20
995	4175	16
996	4179	12
997	4183	8
998	4187	4
999	4191	0
