iter	RMSE
205	0.4161942989
206	0.4158440075
207	0.4154865336
208	0.4149179588
209	0.4144283177
210	0.4137469302
211	0.4134497683
212	0.4131543106
213	0.4127711183
214	0.4126190172
215	0.4122365552
216	0.4119556511
217	0.4115699543
218	0.4113353727
219	0.4110039467
220	0.4107754342
221	0.410569634
222	0.4103988229
223	0.4101734834
224	0.4098424463
225	0.409494365
226	0.4093481558
227	0.4092120355
228	0.4090132873
229	0.4088578876
230	0.408422742
231	0.4081672449
232	0.4080583723
233	0.4078285828
234	0.4074288053
235	0.4070400066
236	0.4066912957
237	0.4063047181
238	0.4060322748
239	0.405728793
240	0.4052054412
241	0.4050312183
242	0.4049053347
243	0.4045424194
244	0.4041864892
245	0.4040194545
246	0.4036671956
247	0.4034653461
248	0.4031798652
249	0.4030241282
250	0.4027818244
251	0.4025251541
252	0.4022746075
253	0.4019341909
254	0.4016434507
255	0.4014368964
256	0.4010533507
257	0.4008304015
258	0.4005994904
259	0.4003213589
260	0.3999223592
261	0.3997259469
262	0.3995101615
263	0.3993837476
264	0.398697384
265	0.3982659519
266	0.398069166
267	0.3979440413
268	0.3978765992
269	0.3975604685
270	0.3973662888
271	0.3970655251
272	0.396714424
273	0.3961625385
274	0.3960129503
275	0.3956898296
276	0.3955201157
277	0.3953585225
278	0.395144473
279	0.3948194421
280	0.3946001692
281	0.394446678
282	0.3941670251
283	0.3937831679
284	0.3937556431
285	0.3935461644
286	0.3934720617
287	0.3932415514
288	0.3930177575
289	0.3927284889
290	0.3926818073
291	0.3925581809
292	0.3923392897
293	0.3920713545
294	0.3920052191
295	0.3917462681
296	0.3914789924
297	0.3913193689
298	0.3910037791
299	0.3907488801
300	0.3905618481
301	0.3903142695
302	0.3901343719
303	0.3898927181
304	0.3896766247
305	0.389454915
306	0.3892817534
307	0.3889824095
308	0.3885918901
309	0.3882689705
310	0.3880916668
311	0.3879348872
312	0.3875096429
313	0.3872212629
314	0.3870299462
315	0.3868497249
316	0.386577879
317	0.3863528496
318	0.3861387778
319	0.3859568492
320	0.3859196815
321	0.3855145488
322	0.3851979327
323	0.3849273054
324	0.3846380652
325	0.3843018345
326	0.3839867874
327	0.3838812258
328	0.3837410365
329	0.3835765812
330	0.3833892665
331	0.3833818835
332	0.3832043889
333	0.3831698085
334	0.3829605901
335	0.3827208437
336	0.3825573868
337	0.3823892367
338	0.3821990633
339	0.3820471767
340	0.3818468839
341	0.3816007879
342	0.3812705726
343	0.381082509
344	0.3809011754
345	0.3805729771
346	0.3804164902
347	0.3801510651
348	0.3799660747
349	0.3797993286
350	0.3796459765
351	0.3795283053
352	0.379426422
353	0.3793933296
354	0.3790312428
355	0.3788930063
356	0.3788569825
357	0.3784759126
358	0.3784077015
359	0.3782422987
360	0.3778674017
361	0.3775986675
362	0.3773899038
363	0.3773434821
364	0.377115808
365	0.3770137351
366	0.3766288744
367	0.3763437265
368	0.3761153902
369	0.3758337878
370	0.3757324343
371	0.3755560754
372	0.3754424641
373	0.3754078076
374	0.3751932671
375	0.3749620167
376	0.3747425995
377	0.3746364802
378	0.3745510308
379	0.3744696253
380	0.374345646
381	0.3742372322
382	0.3740656692
383	0.3738864047
384	0.3737027905
385	0.3734343239
386	0.3731288911
387	0.3730271769
388	0.3728357809
389	0.372804221
390	0.3726883863
391	0.3724555868
392	0.3723385858
393	0.3720438339
394	0.3716801203
395	0.3715520522
396	0.3714324457
397	0.3711882859
398	0.3710648542
399	0.3709723425
400	0.3708246472
401	0.370600283
402	0.3703935284
403	0.3702683845
404	0.3702089186
405	0.370035855
406	0.369823687
407	0.3696765889
408	0.3695046539
409	0.3694766838
410	0.3691972964
411	0.3691032643
412	0.3689002248
413	0.3688103244
414	0.3687440667
415	0.368627714
416	0.3683940867
417	0.3681268034
418	0.3680350982
419	0.3679543669
420	0.3677688442
421	0.3677350648
422	0.3676958902
423	0.3675928626
424	0.367493768
425	0.3673380591
426	0.3671854762
427	0.3669636582
428	0.3668557897
429	0.366687039
430	0.3665724569
431	0.366274767
432	0.366165729
433	0.365942532
434	0.3656927849
435	0.3656044877
436	0.3653969093
437	0.3651300979
438	0.3649851909
439	0.3647623861
440	0.364646205
441	0.364525343
442	0.3642603627
443	0.3641623047
444	0.3640274793
445	0.3639085388
446	0.3637721333
447	0.3636418821
448	0.3634401138
449	0.3632416541
450	0.3631171497
451	0.3629497959
452	0.3628736186
453	0.3626834104
454	0.3624331869
455	0.3622032882
456	0.3621102117
457	0.3619679396
458	0.3618798806
459	0.3616981568
460	0.3614854374
461	0.3613377748
462	0.3611113016
463	0.3609271693
464	0.360850752
465	0.3607286031
466	0.3605706422
467	0.3604900509
468	0.360434606
469	0.3601560709
470	0.3600249012
471	0.3598390618
472	0.3596750429
473	0.3595452238
474	0.359416016
475	0.3593601213
476	0.3591642036
477	0.3589897382
478	0.3587734485
479	0.3585586798
480	0.3584343484
481	0.3583031798
482	0.3582417001
483	0.3580048079
484	0.3579008853
485	0.3577423163
486	0.3575608542
487	0.3574982277
488	0.3573397138
489	0.3572738506
490	0.3571239725
491	0.3569948879
492	0.3568188802
493	0.3566824605
494	0.3564494027
495	0.3563343142
496	0.3562389232
497	0.3561788514
498	0.3559246826
499	0.3557803157
500	0.3556946379
501	0.3554841036
502	0.3553734355
503	0.35523395
504	0.3551360961
505	0.3550495724
506	0.3548886528
507	0.3548139857
508	0.354687893
509	0.354522931
510	0.3543749354
511	0.3542706042
512	0.354165807
513	0.3540397461
514	0.3539782744
515	0.3538545578
516	0.3537928992
517	0.3536490661
518	0.3534917885
519	0.3533578928
520	0.3531352943
521	0.353059161
522	0.3529989782
523	0.3528865062
524	0.3527325361
525	0.3526566544
526	0.3525293169
527	0.3523496597
528	0.3523064763
529	0.3522463448
530	0.3521131
531	0.3519400887
532	0.3517645651
533	0.3517551261
534	0.3516556508
535	0.3515205497
536	0.3514294767
537	0.3512731572
538	0.3512010307
539	0.3510311843
540	0.3510035592
541	0.3506953242
542	0.3505437798
543	0.3503999147
544	0.3502602447
545	0.3501851866
546	0.3498844583
547	0.3498294506
548	0.3496860508
549	0.3494589078
550	0.3492330953
551	0.349081334
552	0.3488328275
553	0.3487864072
554	0.348650393
555	0.3484764487
556	0.3483684303
557	0.3483046997
558	0.3482412994
559	0.3480497354
560	0.3479096064
561	0.3477154945
562	0.3474568589
563	0.3472500283
564	0.3470256011
565	0.3469014041
566	0.346807894
567	0.3466058256
568	0.3463871227
569	0.3463180695
570	0.3461754957
571	0.3460404285
572	0.3459000495
573	0.3457344769
574	0.3455899753
575	0.3455372154
576	0.3453698871
577	0.3452990815
578	0.3451039089
579	0.344904046
580	0.3448353605
581	0.3447603914
582	0.3445992799
583	0.344391273
584	0.3443153907
585	0.3442564507
586	0.3441566909
587	0.3439886918
588	0.3439468239
589	0.343882535
590	0.3437383444
591	0.3436012861
592	0.3433755504
593	0.3431954947
594	0.3431097173
595	0.3430571279
596	0.3429306267
597	0.3428462686
598	0.3426544575
599	0.3425804195
600	0.3424460941
601	0.3423714134
602	0.3422778122
603	0.3421701057
604	0.3419949124
605	0.3419028462
606	0.3418202042
607	0.3417709512
608	0.3416744275
609	0.3416367058
610	0.3415436557
611	0.3414018201
612	0.3412855887
613	0.3412012671
614	0.3411159356
615	0.3409459387
616	0.3408073023
617	0.3406833779
618	0.340537486
619	0.3403551552
620	0.3402535461
621	0.3401778333
622	0.3400705045
623	0.3400011638
624	0.3398331688
625	0.3397452508
626	0.3396434156
627	0.3395351693
628	0.3393493529
629	0.3393248642
630	0.339252146
631	0.3392102215
632	0.3391249595
633	0.3390295296
634	0.3389473549
635	0.3388397878
636	0.3387464908
637	0.3386720472
638	0.3384890834
639	0.338382428
640	0.3383153878
641	0.3382491664
642	0.3382002104
643	0.3381780715
644	0.3380830452
645	0.3379366941
646	0.3378742045
647	0.3378157586
648	0.3376529597
649	0.3375817662
650	0.3375155415
651	0.3374468046
652	0.3372821418
653	0.337130028
654	0.337045669
655	0.3368668828
656	0.336721369
657	0.3365886066
658	0.3365291563
659	0.3364687335
660	0.3363117609
661	0.3361083028
662	0.3359872606
663	0.3358670402
664	0.3357959625
665	0.3356419867
666	0.3355344915
667	0.3354385642
668	0.3353585295
669	0.335220448
670	0.335168389
671	0.3350602491
672	0.3349945696
673	0.3349437354
674	0.3348421482
675	0.3347152739
676	0.3346612735
677	0.3345811266
678	0.3344812377
679	0.3343903803
680	0.3342527911
681	0.3341798218
682	0.3341387357
683	0.3340211802
684	0.3338930268
685	0.3338740859
686	0.3338114208
687	0.3337576219
688	0.3336507677
689	0.3336069829
690	0.333444207
691	0.3333712411
692	0.3333050293
693	0.3332434134
694	0.3330962942
695	0.3330654665
696	0.3329552485
697	0.3328217755
698	0.3327601576
699	0.3326878508
700	0.3325237543
701	0.3324088706
702	0.3323094643
703	0.3322645546
704	0.3321412649
705	0.3320252865
706	0.3318824327
707	0.3317320313
708	0.3316690723
709	0.3315828936
710	0.3315094084
711	0.331406737
712	0.3312800092
713	0.3311678828
714	0.3310116147
715	0.3308876451
716	0.3307298978
717	0.3306267605
718	0.3304827028
719	0.3303963423
720	0.3302230331
721	0.3301148769
722	0.3300356462
723	0.3299088604
724	0.3297389726
725	0.3296672881
726	0.3296283327
727	0.3295212994
728	0.3294436813
729	0.3292897423
730	0.3291964437
731	0.329160096
732	0.3290278582
733	0.3289472788
734	0.3288035008
735	0.3287181926
736	0.3286484602
737	0.3285681341
738	0.3285341839
739	0.3284302664
740	0.3283659565
741	0.3283041097
742	0.3282688503
743	0.3281235005
744	0.3280430694
745	0.3279865013
746	0.3279050921
747	0.3278244643
748	0.3276906204
749	0.3275962423
750	0.3274982353
751	0.3274850503
752	0.3273334654
753	0.3272923344
754	0.3271777606
755	0.32699818
756	0.3268718993
757	0.3267990327
758	0.3266936142
759	0.3266888698
760	0.3265892647
761	0.3265362439
762	0.3265231704
763	0.3264567747
764	0.3264545426
765	0.3263638099
766	0.3261927751
767	0.326169891
768	0.3261003606
769	0.3259879682
770	0.3258997605
771	0.3258851324
772	0.3258159115
773	0.3256796713
774	0.325571613
775	0.3253970494
776	0.3252471621
777	0.3252018903
778	0.32510305
779	0.3249226703
780	0.3248387496
781	0.3246993291
782	0.3246273208
783	0.3245590896
784	0.3243570452
785	0.3242719209
786	0.3242133965
787	0.3240626144
788	0.3239672046
789	0.3238592363
790	0.3236935313
791	0.3236289161
792	0.3235370174
793	0.3234904911
794	0.3234257343
795	0.323334123
796	0.3232277075
797	0.3231055439
798	0.322983025
799	0.3228105774
800	0.3227164445
801	0.3226110685
802	0.3224634566
803	0.3223933244
804	0.322291969
805	0.3221997308
806	0.3221642764
807	0.3220939452
808	0.3219574033
809	0.3218956082
810	0.3217689093
811	0.3217182153
812	0.32160763
813	0.3215043013
814	0.3214139935
815	0.3212901003
816	0.3211830779
817	0.3210254217
818	0.3208463704
819	0.3207959393
820	0.3205783059
821	0.3204555236
822	0.3203798268
823	0.3203619138
824	0.3202714928
825	0.3202128844
826	0.3201363412
827	0.3200799
828	0.3198000181
829	0.3197537023
830	0.3196766013
831	0.3195592638
832	0.3195229091
833	0.3193966726
834	0.3193354097
835	0.319228713
836	0.3191623956
837	0.3191291633
838	0.3190408241
839	0.3189692744
840	0.318891364
841	0.3188293918
842	0.3187774846
843	0.3187467103
844	0.3186119015
845	0.3185214391
846	0.3184997082
847	0.3183733039
848	0.3182794556
849	0.318167749
850	0.3180776222
851	0.3179838723
852	0.3178956514
853	0.317813973
854	0.3176268106
855	0.3175466798
856	0.3174386559
857	0.31728037
858	0.3171934766
859	0.3170988564
860	0.3170589578
861	0.3169265289
862	0.3168761986
863	0.316786459
864	0.3166690264
865	0.3165563174
866	0.3164691339
867	0.3163539442
868	0.3162663091
869	0.3162104165
870	0.3161691721
871	0.3160703195
872	0.3160272979
873	0.3159430011
874	0.3159126318
875	0.3157977984
876	0.3156881071
877	0.3155613908
878	0.3155133562
879	0.315383966
880	0.3152704815
881	0.3151748154
882	0.3150688962
883	0.3149840657
884	0.3148858061
885	0.3147657037
886	0.3146028498
887	0.3145321338
888	0.314473903
889	0.3143592301
890	0.3142948396
891	0.3142769058
892	0.3141914081
893	0.3140914394
894	0.3140295135
895	0.3139341539
896	0.3138076403
897	0.3137370388
898	0.3136714615
899	0.3135770743
900	0.3134933617
901	0.3134103111
902	0.3132314609
903	0.3131516413
904	0.313075942
905	0.3129679111
906	0.3129075801
907	0.3128140841
908	0.3127713068
909	0.312697325
910	0.3126358281
911	0.3125474564
912	0.3124522533
913	0.3123486135
914	0.3122344548
915	0.3121440217
916	0.3120905043
917	0.3120580222
918	0.3119167136
919	0.3118179586
920	0.3117149009
921	0.3116451477
922	0.3115941892
923	0.3114837963
924	0.311377721
925	0.3112301814
926	0.3111372256
927	0.3110497086
928	0.3109910922
929	0.3108556125
930	0.3107824405
931	0.3106773073
932	0.3106203164
933	0.310555606
934	0.3104880052
935	0.3103924218
936	0.310331083
937	0.3102489851
938	0.3102079179
939	0.3101609309
940	0.31011398
941	0.3100697734
942	0.3100169914
943	0.3098277389
944	0.3097571725
945	0.3096948367
946	0.3095726156
947	0.309520606
948	0.3094748428
949	0.3093903171
950	0.3092964351
951	0.3092201937
952	0.3091421237
953	0.3090927012
954	0.3090175973
955	0.3089611954
956	0.3088700074
957	0.3087707325
958	0.3087386848
959	0.3086624231
960	0.3085652111
961	0.3084556077
962	0.3083943881
963	0.3083298455
964	0.3082834232
965	0.3081835617
966	0.3081549687
967	0.3081032812
968	0.3080207454
969	0.3079265179
970	0.3078656648
971	0.3078251817
972	0.3077142876
973	0.3076670386
974	0.3076210093
975	0.3074158518
976	0.3073224233
977	0.3071630382
978	0.3070764364
979	0.3070384167
980	0.3069962419
981	0.3068360838
982	0.3066895613
983	0.3066279118
984	0.3064617339
985	0.306390232
986	0.306289531
987	0.3061931299
988	0.3060139488
989	0.3059598955
990	0.3058540804
991	0.305756968
992	0.3056839977
993	0.3055943986
994	0.3054917645
995	0.3053886709
996	0.3052847156
997	0.3051998703
998	0.3051159717
999	0.3050761085
