iter	RMSE
206	0.2579397712
207	0.257736314
208	0.257545704
209	0.2574037394
210	0.2571047798
211	0.256893325
212	0.2565925659
213	0.2563245744
214	0.2561101653
215	0.2559067501
216	0.2557130503
217	0.2555475472
218	0.25540226
219	0.2550602491
220	0.2548862323
221	0.2546080175
222	0.2544513981
223	0.2542206764
224	0.2540217193
225	0.253870311
226	0.2537214013
227	0.2535400224
228	0.2532286172
229	0.2530283341
230	0.2528656075
231	0.2527427247
232	0.2524885668
233	0.2522853876
234	0.2521372424
235	0.2519665194
236	0.2518454841
237	0.2517205365
238	0.2515928658
239	0.2513636473
240	0.251226825
241	0.2510713355
242	0.2508248931
243	0.2505939128
244	0.2504005869
245	0.2502277507
246	0.2500462736
247	0.2497331134
248	0.2496163692
249	0.2493686404
250	0.2492269921
251	0.2490833618
252	0.2488461654
253	0.2486658086
254	0.2484791143
255	0.2482896468
256	0.2480350781
257	0.2478493189
258	0.2476954606
259	0.2475303623
260	0.2473793354
261	0.247200832
262	0.247028402
263	0.2468308693
264	0.2466452524
265	0.2465351505
266	0.2463778073
267	0.2462210422
268	0.246012839
269	0.2459109722
270	0.2457052418
271	0.2454877088
272	0.245243401
273	0.2451184098
274	0.2449289495
275	0.2447150785
276	0.2445709513
277	0.2443683195
278	0.2442846204
279	0.2441691178
280	0.2440585327
281	0.2439000958
282	0.2437503556
283	0.2435835312
284	0.243455925
285	0.2433602071
286	0.2432397429
287	0.2431340795
288	0.2429863204
289	0.2428630373
290	0.2427372613
291	0.2426442088
292	0.242454462
293	0.2423700161
294	0.2421412605
295	0.2420482112
296	0.2418921833
297	0.2416726789
298	0.2414971156
299	0.2413789208
300	0.2412050537
301	0.2410260757
302	0.2409124332
303	0.2407651167
304	0.2406264989
305	0.2404467589
306	0.2403288528
307	0.2401940899
308	0.2399769221
309	0.2398191959
310	0.2397408619
311	0.2396471591
312	0.2395531669
313	0.2393141633
314	0.2392008353
315	0.2390375807
316	0.2389231417
317	0.2388040017
318	0.2386178942
319	0.2385017
320	0.2384464322
321	0.238209155
322	0.237998902
323	0.2378498914
324	0.237763291
325	0.237545885
326	0.2373360483
327	0.2372466287
328	0.2371609828
329	0.2370735149
330	0.2369578379
331	0.2368442634
332	0.2367646527
333	0.236688347
334	0.2365389163
335	0.2364037738
336	0.2362039758
337	0.2361242207
338	0.2360311494
339	0.2359559029
340	0.2358223125
341	0.2357464245
342	0.2355890214
343	0.2354573846
344	0.2353719894
345	0.2352656821
346	0.2351854772
347	0.2350757114
348	0.2350076087
349	0.2348878109
350	0.2347335647
351	0.2346450407
352	0.2344889453
353	0.2343896552
354	0.2343178856
355	0.2341335574
356	0.2340705361
357	0.2340023931
358	0.2338395598
359	0.2335908475
360	0.2334990261
361	0.2333551003
362	0.2332521331
363	0.233145722
364	0.2330296738
365	0.2329429565
366	0.232831418
367	0.2327345454
368	0.2325149481
369	0.2324053804
370	0.2323514495
371	0.232159811
372	0.2320562406
373	0.2319665657
374	0.2319080943
375	0.2318085905
376	0.2316570462
377	0.2316012977
378	0.2313816067
379	0.2312478776
380	0.2310811486
381	0.2310336116
382	0.2309437946
383	0.2308405164
384	0.2307249066
385	0.2306763159
386	0.2306094211
387	0.2305491262
388	0.2304919353
389	0.2303557735
390	0.2302605347
391	0.2302025685
392	0.2301341051
393	0.2300862808
394	0.2299322795
395	0.2298469568
396	0.2296619131
397	0.2296168047
398	0.229530513
399	0.229463541
400	0.2293516741
401	0.2292416785
402	0.2290353366
403	0.2288841179
404	0.2288417569
405	0.2287787672
406	0.2287279861
407	0.2286473864
408	0.2285174356
409	0.2283899347
410	0.2283139488
411	0.2282622726
412	0.2282211121
413	0.228172204
414	0.2281081769
415	0.2279130182
416	0.2277844422
417	0.2275815361
418	0.2274741447
419	0.2274139813
420	0.2273242102
421	0.2272207602
422	0.2271709596
423	0.2270391324
424	0.2269567267
425	0.226780012
426	0.2267211969
427	0.2266031611
428	0.2265442568
429	0.2263148484
430	0.2262570092
431	0.2261194501
432	0.2260030764
433	0.2259142155
434	0.2258835534
435	0.2257630764
436	0.2257247153
437	0.2255891029
438	0.2255030636
439	0.2254357068
440	0.2253216791
441	0.2251936592
442	0.2251322083
443	0.2251002202
444	0.2249208474
445	0.2248555721
446	0.2247748141
447	0.2246849788
448	0.22462166
449	0.2244532658
450	0.2243795525
451	0.2242006496
452	0.2241199257
453	0.2239813491
454	0.2237777261
455	0.2237080534
456	0.2235170263
457	0.2234262222
458	0.2233690156
459	0.2232642855
460	0.2232190979
461	0.223071662
462	0.2230163483
463	0.2229380228
464	0.2228771063
465	0.2227257779
466	0.2226641394
467	0.2226158317
468	0.2224546671
469	0.2224042914
470	0.2222519435
471	0.2221934563
472	0.2221156076
473	0.2220360437
474	0.2219930676
475	0.2219090203
476	0.2218035062
477	0.2217610819
478	0.221730806
479	0.2215896785
480	0.2215450132
481	0.2213592793
482	0.2213018946
483	0.2212231958
484	0.2211351687
485	0.2210428963
486	0.2209690583
487	0.2208604768
488	0.2207579397
489	0.2205692102
490	0.2205188557
491	0.2203871553
492	0.2202140763
493	0.2200898615
494	0.220009555
495	0.2198955787
496	0.2198492736
497	0.2197956897
498	0.2197125276
499	0.2196440372
500	0.2195114846
501	0.2194345487
502	0.2192728911
503	0.2192131635
504	0.2191367707
505	0.2190095014
506	0.2189151179
507	0.2188730585
508	0.2188386147
509	0.2187323778
510	0.2185409999
511	0.2184642938
512	0.2184365904
513	0.2182699406
514	0.2182217747
515	0.2181767468
516	0.2180822469
517	0.2180480511
518	0.2179900775
519	0.2179356014
520	0.2177643162
521	0.217684889
522	0.217523154
523	0.2173886474
524	0.2173504963
525	0.2173145567
526	0.2172893707
527	0.2172582603
528	0.2171479166
529	0.217060215
530	0.2170223431
531	0.2169581148
532	0.2168561269
533	0.2168227267
534	0.2167855786
535	0.2167472454
536	0.2166927716
537	0.216658491
538	0.2166260829
539	0.2166060304
540	0.2165788814
541	0.2164368437
542	0.2163439838
543	0.216222756
544	0.2161122532
545	0.2159954434
546	0.2159361526
547	0.2158956091
548	0.2158468144
549	0.2157688504
550	0.2156295284
551	0.2155597755
552	0.2154522732
553	0.2152890087
554	0.215210587
555	0.2150598898
556	0.2150026956
557	0.2149002418
558	0.2148132781
559	0.2147416467
560	0.2146900782
561	0.2146388013
562	0.2146190051
563	0.2145515602
564	0.2145179317
565	0.2144876743
566	0.2144259545
567	0.214372001
568	0.2143342198
569	0.2143076499
570	0.2142722214
571	0.2142402807
572	0.2141213449
573	0.2140642036
574	0.2140268241
575	0.2139572253
576	0.213933599
577	0.2138302062
578	0.2137910059
579	0.2137647358
580	0.2136793146
581	0.213594011
582	0.2135560661
583	0.2135299593
584	0.2134525724
585	0.2133892099
586	0.2133287668
587	0.2132742308
588	0.2132145074
589	0.2131556403
590	0.213097375
591	0.2130028058
592	0.2129401917
593	0.2128643482
594	0.2127697618
595	0.2127417277
596	0.2127100643
597	0.2126177936
598	0.2124944769
599	0.2124217703
600	0.2123762677
601	0.2122720387
602	0.2122365974
603	0.2121236094
604	0.2119836742
605	0.2119540992
606	0.2119223151
607	0.2119027846
608	0.2118703062
609	0.2118353165
610	0.2118132186
611	0.2117453187
612	0.211658857
613	0.211515247
614	0.2114496688
615	0.2113847267
616	0.211317088
617	0.2112227574
618	0.2111550492
619	0.2111015485
620	0.2110151814
621	0.210929813
622	0.2108993757
623	0.2107506366
624	0.2106834236
625	0.2106232632
626	0.2105171009
627	0.2104649532
628	0.2103743859
629	0.2103158178
630	0.2103035299
631	0.2102328187
632	0.2101470524
633	0.2101254352
634	0.2100500299
635	0.2099715449
636	0.2098582752
637	0.2097707664
638	0.2097083687
639	0.2096302788
640	0.2095609394
641	0.2094679481
642	0.2094526921
643	0.2094292451
644	0.2093520036
645	0.2092820685
646	0.2092553168
647	0.2091536334
648	0.2091117082
649	0.2090935299
650	0.2090407639
651	0.2090048057
652	0.2089270613
653	0.2089010643
654	0.2088054272
655	0.2087838157
656	0.2087233787
657	0.2086511087
658	0.208601461
659	0.2085505723
660	0.208496154
661	0.2083836356
662	0.2083280551
663	0.2082557553
664	0.2081930186
665	0.208164911
666	0.2081395223
667	0.2080840322
668	0.2080636942
669	0.2080397721
670	0.2080122403
671	0.2079832542
672	0.2079654357
673	0.207852491
674	0.2078395615
675	0.2077621178
676	0.2077364155
677	0.2076866394
678	0.2076484707
679	0.2075808648
680	0.207511036
681	0.2074955533
682	0.2074209993
683	0.2073891834
684	0.2072634004
685	0.2071862232
686	0.2071282935
687	0.2071038787
688	0.2070704418
689	0.207025989
690	0.2070111986
691	0.2069693723
692	0.2069164189
693	0.2068768786
694	0.2068163233
695	0.2067395997
696	0.2066948908
697	0.2066274535
698	0.2065757403
699	0.2065561563
700	0.2064193887
701	0.2063894545
702	0.2063408935
703	0.206313429
704	0.2062377716
705	0.2061938999
706	0.206139596
707	0.2061053016
708	0.2060541007
709	0.2060146091
710	0.2059413605
711	0.2058966933
712	0.2058507664
713	0.2057868476
714	0.2057721404
715	0.2057329456
716	0.205666393
717	0.205637556
718	0.2056305929
719	0.2055947673
720	0.2055592838
721	0.2055037779
722	0.2054076846
723	0.2053748117
724	0.2053222538
725	0.2052834049
726	0.2052700615
727	0.2052106632
728	0.2051594067
729	0.2051418742
730	0.2051186911
731	0.2050934587
732	0.2050498664
733	0.2049933299
734	0.2049121949
735	0.2048577818
736	0.2048082367
737	0.2047956622
738	0.2047359944
739	0.2047230982
740	0.2046191117
741	0.2045554201
742	0.2045359127
743	0.2044882174
744	0.2044536736
745	0.2044341324
746	0.2043739867
747	0.2042942376
748	0.2042436892
749	0.204196869
750	0.2041558497
751	0.2041114773
752	0.2040131801
753	0.204000961
754	0.2039796608
755	0.2039264677
756	0.2038841926
757	0.2038525434
758	0.2038131388
759	0.2037988039
760	0.2037591642
761	0.203719252
762	0.2036775575
763	0.203645389
764	0.2036040707
765	0.2035748879
766	0.2035537434
767	0.2035410164
768	0.2034933146
769	0.2034754852
770	0.2034375863
771	0.2034083417
772	0.2033955363
773	0.2033398331
774	0.2032661707
775	0.2032351756
776	0.2031635276
777	0.2031019678
778	0.2030723927
779	0.2030526371
780	0.2030153016
781	0.2029697553
782	0.202859
783	0.2028264038
784	0.2027440882
785	0.2026956439
786	0.2026707089
787	0.2026281767
788	0.2025636279
789	0.2025143886
790	0.2024372708
791	0.2024203915
792	0.2023898605
793	0.2023638045
794	0.2022771642
795	0.2022582286
796	0.2022177509
797	0.20217932
798	0.2021606138
799	0.2021360084
800	0.2020693329
801	0.2020317429
802	0.2019538083
803	0.201889294
804	0.2018376622
805	0.201798968
806	0.2017601978
807	0.2016862902
808	0.2016737761
809	0.2016464501
810	0.2016104259
811	0.2015692966
812	0.2015592811
813	0.2015212019
814	0.2015091018
815	0.2014981461
816	0.2014819893
817	0.2014677503
818	0.2014395008
819	0.2014009956
820	0.2013821968
821	0.2013297
822	0.2012775948
823	0.2012551412
824	0.2012217702
825	0.2011846719
826	0.2011217673
827	0.2010778931
828	0.201052432
829	0.2009703109
830	0.2009353131
831	0.2009136571
832	0.2008940363
833	0.2008880882
834	0.2008703242
835	0.2008292556
836	0.2008084502
837	0.2007860545
838	0.2007377997
839	0.2007256989
840	0.2006954192
841	0.200665098
842	0.2005872977
843	0.2005503016
844	0.2005185951
845	0.2004530701
846	0.2004360406
847	0.2004241865
848	0.200389211
849	0.2003297887
850	0.2003014755
851	0.2002908951
852	0.2002478694
853	0.2002346434
854	0.2001804859
855	0.2001249921
856	0.20009056
857	0.2000586458
858	0.2000232826
859	0.1999909385
860	0.1999546897
861	0.1999204935
862	0.1998778439
863	0.1998452052
864	0.1998254709
865	0.1997730836
866	0.1997301022
867	0.1996909029
868	0.1996047384
869	0.1995889274
870	0.199555161
871	0.1995156723
872	0.1994751627
873	0.1994237738
874	0.1994142217
875	0.199392358
876	0.1993318858
877	0.1993012139
878	0.1992933982
879	0.1992566362
880	0.1992399484
881	0.1992173427
882	0.1991938077
883	0.1991314273
884	0.199102523
885	0.1990738708
886	0.199041194
887	0.1990286647
888	0.1989953135
889	0.1989677424
890	0.1989168207
891	0.19887315
892	0.1988549216
893	0.1988137276
894	0.1987849777
895	0.198776768
896	0.1987518243
897	0.1987143762
898	0.1987043171
899	0.1986797491
900	0.1986549348
901	0.1986284466
902	0.198603585
903	0.1985731205
904	0.1985645802
905	0.1985165786
906	0.1984771723
907	0.1984462313
908	0.198387454
909	0.1983607594
910	0.1983348863
911	0.1982844344
912	0.1982350033
913	0.1982097531
914	0.1981708948
915	0.1981225594
916	0.1980739424
917	0.1980281674
918	0.1980085222
919	0.1979827802
920	0.1979530323
921	0.1979366882
922	0.1979005816
923	0.1978828837
924	0.1978653864
925	0.1978382282
926	0.1978079914
927	0.1977795007
928	0.1977713429
929	0.1977319273
930	0.1977085263
931	0.1976917052
932	0.1976453939
933	0.1976295647
934	0.1975864463
935	0.1975763471
936	0.1975464727
937	0.1975062256
938	0.1974696769
939	0.1974353535
940	0.1974096551
941	0.1973821198
942	0.1973480929
943	0.1973095503
944	0.1972793172
945	0.19723824
946	0.1972133208
947	0.1971558588
948	0.1971281168
949	0.1970475438
950	0.1970168998
951	0.196991353
952	0.1969526563
953	0.1969228032
954	0.196891235
955	0.1968616908
956	0.1968509493
957	0.1968277856
958	0.1967977378
959	0.1967828678
960	0.1967526757
961	0.1967308275
962	0.1966859281
963	0.196658999
964	0.1966205616
965	0.1966130493
966	0.1965690856
967	0.1965566219
968	0.196526011
969	0.1965020205
970	0.1964684485
971	0.1964323815
972	0.1964190924
973	0.1964034822
974	0.1963554042
975	0.1963408081
976	0.1963079715
977	0.1962948636
978	0.1962652927
979	0.1962298932
980	0.1962003628
981	0.1961595474
982	0.1961191224
983	0.1960973389
984	0.1960675321
985	0.1960293176
986	0.1959884259
987	0.1959523828
988	0.1959463998
989	0.1959292877
990	0.1959040325
991	0.1958882435
992	0.1958633528
993	0.1958416066
994	0.1958356225
995	0.1958115988
996	0.1957881909
997	0.1957615884
998	0.1957221646
999	0.1956909284
